rt,trial_type,trial_index,trial_number,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name,participant_id,stimulus_list,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,likert_rating,experiment_about,feel_while_completing,subjective_task_difficulty,technical_issues,feedback,participant_is_group_member
593,html-keyboard-response,82,60,1555609,p05ywlxguyt,<h1>Click N</h1>,n,speed_attention_check,NA,NA,NA,NA,NA,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
1653,html-keyboard-response,83,61,1557263,p05ywlxguyt,<h1>Couch</h1>,s,speed_game,Couch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
851,html-keyboard-response,85,62,1558919,p05ywlxguyt,<h1>Smooth</h1>,s,speed_game,Smooth,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
687,html-keyboard-response,87,63,1560410,p05ywlxguyt,<h1>Sleep</h1>,s,speed_game,Sleep,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
702,html-keyboard-response,89,64,1561917,p05ywlxguyt,<h1>Sugar</h1>,n,speed_game,Sugar,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
543,html-keyboard-response,91,65,1563263,p05ywlxguyt,<h1>Thread</h1>,s,speed_game,Thread,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
594,html-keyboard-response,93,66,1564662,p05ywlxguyt,<h1>Sour</h1>,s,speed_game,Sour,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
830,html-keyboard-response,95,67,1566296,p05ywlxguyt,<h1>Rough</h1>,s,speed_game,Rough,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
791,html-keyboard-response,97,68,1567892,p05ywlxguyt,<h1>Hill</h1>,n,speed_game,Hill,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p05ywlxguyt_1772176624982.csv,seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memory,Confused on how bad my memory was,Moderately challenging,Nope,Nope,FALSE
51461,survey-text,5,1,107859,p0unvuqxmsj,NA,"{""Q0"":""thorn"",""Q1"":""sewing"",""Q2"":""hurt"",""Q3"":""knitting"",""Q4"":""prick"",""Q5"":""thread"",""Q6"":""cloth"",""Q7"":""haystack"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,stimuli/Cogs 119 List 3.wav,thorn,sewing,hurt,knitting,prick,thread,cloth,haystack,,,,,,,,NA,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
63698,survey-text,7,2,198350,p0unvuqxmsj,NA,"{""Q0"":""mountain"",""Q1"":""glacier"",""Q2"":""steep"",""Q3"":""plane"",""Q4"":""hill"",""Q5"":""hike"",""Q6"":""summit"",""Q7"":""ski"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,stimuli/Cogs 119 List 2.wav,mountain,glacier,steep,plane,hill,hike,summit,ski,,,,,,,,NA,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
47380,survey-text,9,3,272524,p0unvuqxmsj,NA,"{""Q0"":""tart"",""Q1"":""cake"",""Q2"":""pie"",""Q3"":""sugar"",""Q4"":""chocolate"",""Q5"":""tooth"",""Q6"":""candy"",""Q7"":""bitter"",""Q8"":""sweet"",""Q9"":""heart"",""Q10"":""sour"",""Q11"":""good"",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,stimuli/Cogs 119 List 6.wav,tart,cake,pie,sugar,chocolate,tooth,candy,bitter,sweet,heart,sour,good,,,,NA,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
49422,survey-text,11,4,348571,p0unvuqxmsj,NA,"{""Q0"":""bench"",""Q1"":""rocking"",""Q2"":""recliner"",""Q3"":""stool"",""Q4"":""sofa"",""Q5"":""table"",""Q6"":""desk"",""Q7"":""couch"",""Q8"":""sitting"",""Q9"":""legs"",""Q10"":""chair"",""Q11"":""swivel"",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,stimuli/Cogs 119 List 1.wav,bench,rocking,recliner,stool,sofa,table,desk,couch,sitting,legs,chair,swivel,,,,NA,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
69865,survey-text,13,5,445172,p0unvuqxmsj,NA,"{""Q0"":""yawn"",""Q1"":""drowsy"",""Q2"":""snooze"",""Q3"":""nap"",""Q4"":""bed"",""Q5"":""slumber"",""Q6"":""sleep"",""Q7"":""wake"",""Q8"":""wake"",""Q9"":""doze"",""Q10"":""night"",""Q11"":""alarm"",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,stimuli/Cogs 119 List 5.wav,yawn,drowsy,snooze,nap,bed,slumber,sleep,wake,wake,doze,night,alarm,,,,NA,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
79430,survey-text,15,6,552019,p0unvuqxmsj,NA,"{""Q0"":""gravel"",""Q1"":""riders"",""Q2"":""rode"",""Q3"":""sandpaper"",""Q4"":""jagged"",""Q5"":""bumpy"",""Q6"":""smooth"",""Q7"":""uneven"",""Q8"":""grass"",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,stimuli/Cogs 119 List 4.wav,gravel,riders,rode,sandpaper,jagged,bumpy,smooth,uneven,grass,,,,,,,NA,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
5438,survey-likert,17,7,566704,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Needle,critical,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
5498,survey-likert,18,8,572204,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Pin,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
3036,survey-likert,19,9,575242,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2627,survey-likert,20,10,577872,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2656,survey-likert,21,11,580529,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Thread,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
3892,survey-likert,22,12,584423,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Stitch,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
3389,survey-likert,23,13,587814,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2277,survey-likert,24,14,590094,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2254,survey-likert,25,15,592350,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
3033,survey-likert,26,16,595386,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
5241,survey-likert,27,17,600629,p0unvuqxmsj,NA,"{""Q0"":1}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2551,survey-likert,28,18,603181,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2326,survey-likert,29,19,605509,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
5125,survey-likert,30,20,610636,p0unvuqxmsj,NA,"{""Q0"":2}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2401,survey-likert,31,21,613039,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Cherry,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
3056,survey-likert,32,22,616097,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2624,survey-likert,33,23,618723,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Door,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2890,survey-likert,34,24,621615,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Sweet,critical,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2466,survey-likert,35,25,624082,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Ghost,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
4039,survey-likert,36,26,628123,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Sour,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
4617,survey-likert,37,27,632742,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Salty,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
3189,survey-likert,38,28,635933,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Couch,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2230,survey-likert,39,29,638164,p0unvuqxmsj,NA,"{""Q0"":3}",recognition,Chair,critical,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
2977,survey-likert,40,30,641143,p0unvuqxmsj,NA,"{""Q0"":0}",recognition,Cushion,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p0unvuqxmsj_1772139796099.csv,moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Testing false memory using words that describe a similar setting.,Focused,"Moderate. I understood what the questionnaire was supposed to be and in the back of my head, I knew that the general big terms were not used but rather similar ones. for example, ""sleep"" wasn't given but words like nap, slumber were.",No,It was very clear!,FALSE
